Instrument,Date,Time,Open,High,Low,Close
Banknifty,09-01-2015,9:15:00,18845.9,18864,18790.2,18815.15
Banknifty,09-01-2015,9:30:00,18815.15,18821.4,18758.5,18771.6
Banknifty,09-01-2015,9:45:00,18774.15,18808.3,18761.1,18802.9
Banknifty,09-01-2015,10:00:00,18802.9,18813.6,18758.5,18781.15
Banknifty,09-01-2015,10:15:00,18781.15,18807.1,18769.45,18803
Banknifty,09-01-2015,10:30:00,18803,18806.9,18764,18764
Banknifty,09-01-2015,10:45:00,18764,18790.65,18745.6,18778.3
Banknifty,09-01-2015,11:00:00,18778.3,18790,18771.3,18779.35
Banknifty,09-01-2015,11:15:00,18779.35,18783.7,18734.15,18734.15
Banknifty,09-01-2015,11:30:00,18734.15,18734.3,18685.65,18699.65
Banknifty,09-01-2015,11:45:00,18699.65,18719.65,18697.95,18715.3
Banknifty,09-01-2015,12:00:00,18716.3,18717.6,18570.85,18616.35
Banknifty,09-01-2015,12:15:00,18616.35,18623.5,18575.4,18585.55
Banknifty,09-01-2015,12:30:00,18585.55,18592.9,18517.25,18567.85
Banknifty,09-01-2015,12:45:00,18569.5,18653.3,18547.1,18647.75
Banknifty,09-01-2015,13:00:00,18647.75,18647.75,18565.95,18565.95
Banknifty,09-01-2015,13:15:00,18569.4,18606.1,18557.2,18600.15
Banknifty,09-01-2015,13:30:00,18600.15,18605.85,18568.8,18581.9
Banknifty,09-01-2015,13:45:00,18581.9,18597.5,18493.8,18519.1
Banknifty,09-01-2015,14:00:00,18519.1,18533.7,18479.65,18514.15
Banknifty,09-01-2015,14:15:00,18514.15,18571.75,18490.6,18541.55
Banknifty,09-01-2015,14:30:00,18543.15,18585.5,18504.2,18579.55
Banknifty,09-01-2015,14:45:00,18570.35,18630.15,18557.05,18591.75
Banknifty,09-01-2015,15:00:00,18591.75,18678.35,18591.75,18663.05
Banknifty,09-01-2015,15:15:00,18663.05,18663.05,18582.9,18598.05
Banknifty,12-01-2015,9:15:00,18632,18632,18530.1,18560.45
Banknifty,12-01-2015,9:30:00,18560.45,18646.85,18533.8,18646.85
Banknifty,12-01-2015,9:45:00,18647.9,18737.1,18631.15,18729.95
Banknifty,12-01-2015,10:00:00,18729.95,18755.75,18708.75,18748.15
Banknifty,12-01-2015,10:15:00,18748.15,18787.7,18742.8,18765.95
Banknifty,12-01-2015,10:30:00,18763.15,18765.95,18728.95,18747.5
Banknifty,12-01-2015,10:45:00,18747.5,18749.15,18701.7,18723.4
Banknifty,12-01-2015,11:00:00,18723.4,18742.8,18720.9,18725.8
Banknifty,12-01-2015,11:15:00,18725.8,18725.8,18702.7,18723.4
Banknifty,12-01-2015,11:30:00,18726.4,18747.6,18705.35,18712.85
Banknifty,12-01-2015,11:45:00,18712.85,18740.9,18711.9,18735
Banknifty,12-01-2015,12:00:00,18734.1,18743.55,18673.05,18685.75
Banknifty,12-01-2015,12:15:00,18684.25,18689.6,18629.3,18638.5
Banknifty,12-01-2015,12:30:00,18638.5,18664.1,18638.5,18655.7
Banknifty,12-01-2015,12:45:00,18655.7,18659.25,18635.15,18659.25
Banknifty,12-01-2015,13:00:00,18659.25,18695.6,18655.8,18685.05
Banknifty,12-01-2015,13:15:00,18687.5,18694.05,18670.3,18680.7
Banknifty,12-01-2015,13:30:00,18680.7,18716.05,18674.75,18695.95
Banknifty,12-01-2015,13:45:00,18695.95,18727.55,18694.25,18721.85
Banknifty,12-01-2015,14:00:00,18724,18757,18721.85,18738.8
Banknifty,12-01-2015,14:15:00,18738.2,18817.3,18730.8,18817.3
Banknifty,12-01-2015,14:30:00,18814.5,18817.3,18774.85,18776.35
Banknifty,12-01-2015,14:45:00,18776.35,18793.45,18750.8,18768.65
Banknifty,12-01-2015,15:00:00,18768.65,18804.6,18768.65,18782.2
Banknifty,12-01-2015,15:15:00,18782.2,18822.05,18778.5,18808.75
Banknifty,13-01-2015,9:15:00,18889,18890.2,18816.5,18839.55
Banknifty,13-01-2015,9:30:00,18839.55,18869.25,18815.8,18860.45
Banknifty,13-01-2015,9:45:00,18860.45,18909.05,18860.2,18885.65
Banknifty,13-01-2015,10:00:00,18885.65,18904.25,18870.05,18889.9
Banknifty,13-01-2015,10:15:00,18889.9,18891.4,18860.9,18889.25
Banknifty,13-01-2015,10:30:00,18889.25,18920.65,18883.8,18910.45
Banknifty,13-01-2015,10:45:00,18910.45,18911.25,18895.65,18900
Banknifty,13-01-2015,11:00:00,18900,18900.6,18856.35,18862.9
Banknifty,13-01-2015,11:15:00,18860.4,18867.7,18833.45,18837.55
Banknifty,13-01-2015,11:30:00,18837.55,18849.2,18813.8,18839
Banknifty,13-01-2015,11:45:00,18839.55,18867.9,18833.65,18851.05
Banknifty,13-01-2015,12:00:00,18851.05,18854.8,18831.25,18844.9
Banknifty,13-01-2015,12:15:00,18844.9,18856.05,18828.55,18839.25
Banknifty,13-01-2015,12:30:00,18839.25,18842.6,18801.75,18830.7
Banknifty,13-01-2015,12:45:00,18830.7,18838.45,18817.4,18838.1
Banknifty,13-01-2015,13:00:00,18836.9,18856.55,18835.3,18856.55
Banknifty,13-01-2015,13:15:00,18856.5,18915.8,18856.5,18910.55
Banknifty,13-01-2015,13:30:00,18908.55,18917.05,18871.95,18888.8
Banknifty,13-01-2015,13:45:00,18888.8,18909.75,18886.25,18895.15
Banknifty,13-01-2015,14:00:00,18895.15,18897.35,18843.2,18843.45
Banknifty,13-01-2015,14:15:00,18843.45,18851.3,18785.2,18785.2
Banknifty,13-01-2015,14:30:00,18785.2,18785.2,18650.75,18666.95
Banknifty,13-01-2015,14:45:00,18666.95,18690.3,18642.8,18679.25
Banknifty,13-01-2015,15:00:00,18679.25,18718.95,18656.1,18715.1
Banknifty,13-01-2015,15:15:00,18715.1,18728.7,18701.55,18724.75
Banknifty,14-01-2015,9:15:00,18670.4,18689.9,18621.75,18651.35
Banknifty,14-01-2015,9:30:00,18651.35,18740.5,18644.95,18723.2
Banknifty,14-01-2015,9:45:00,18725.4,18769.65,18707.55,18716.85
Banknifty,14-01-2015,10:00:00,18716.85,18716.85,18676.15,18680.4
Banknifty,14-01-2015,10:15:00,18684.65,18708.3,18661.1,18705.45
Banknifty,14-01-2015,10:30:00,18705.45,18705.45,18672.85,18688.2
Banknifty,14-01-2015,10:45:00,18687.15,18729.9,18687.15,18718.75
Banknifty,14-01-2015,11:00:00,18718.75,18719.75,18659.95,18669
Banknifty,14-01-2015,11:15:00,18670.6,18681.3,18641.8,18665.95
Banknifty,14-01-2015,11:30:00,18665.95,18668.5,18624.95,18654.7
Banknifty,14-01-2015,11:45:00,18654.7,18663.8,18603.5,18620.65
Banknifty,14-01-2015,12:00:00,18620.65,18640.4,18595.5,18600.85
Banknifty,14-01-2015,12:15:00,18600.85,18604.5,18546.9,18559.95
Banknifty,14-01-2015,12:30:00,18553.3,18584.85,18534.8,18576.3
Banknifty,14-01-2015,12:45:00,18578,18578,18526.8,18540.65
Banknifty,14-01-2015,13:00:00,18540.65,18547.7,18517.9,18546.45
Banknifty,14-01-2015,13:15:00,18553.75,18580.6,18545.7,18557.85
Banknifty,14-01-2015,13:30:00,18557.85,18570.2,18526.25,18563.9
Banknifty,14-01-2015,13:45:00,18563.9,18565.4,18535.7,18554.3
Banknifty,14-01-2015,14:00:00,18554.85,18660.2,18547,18627.9
Banknifty,14-01-2015,14:15:00,18624.4,18677.5,18624.4,18643.85
Banknifty,14-01-2015,14:30:00,18647.2,18650.55,18564.45,18571.15
Banknifty,14-01-2015,14:45:00,18571.15,18580.55,18547.95,18569.95
Banknifty,14-01-2015,15:00:00,18569.95,18619.85,18565.55,18588
Banknifty,14-01-2015,15:15:00,18588.4,18638.25,18579.85,18636.85
Banknifty,15-01-2015,9:15:00,19340.45,19410.4,19104.55,19193.15
Banknifty,15-01-2015,9:30:00,19193.15,19313.65,19145.1,19150.75
Banknifty,15-01-2015,9:45:00,19148.8,19167.45,19115.4,19158.75
Banknifty,15-01-2015,10:00:00,19158.75,19174.1,19061.35,19084.15
Banknifty,15-01-2015,10:15:00,19084.15,19136.7,19069.1,19119.25
Banknifty,15-01-2015,10:30:00,19119.25,19145.45,19101.75,19128.35
Banknifty,15-01-2015,10:45:00,19128.35,19170.45,19120.55,19161.25
Banknifty,15-01-2015,11:00:00,19161.25,19200.15,19158.45,19188.55
Banknifty,15-01-2015,11:15:00,19188.55,19195.55,19173.05,19183.1
Banknifty,15-01-2015,11:30:00,19183.1,19231.5,19182,19229.55
Banknifty,15-01-2015,11:45:00,19229.55,19250.55,19198.1,19202.45
Banknifty,15-01-2015,12:00:00,19202.45,19217.3,19178.7,19185.75
Banknifty,15-01-2015,12:15:00,19185.75,19208.5,19164.7,19198.3
Banknifty,15-01-2015,12:30:00,19196.85,19233.2,19193.85,19218.05
Banknifty,15-01-2015,12:45:00,19218.05,19250,19213.85,19240.55
Banknifty,15-01-2015,13:00:00,19240.55,19258.6,19223.65,19234.2
Banknifty,15-01-2015,13:15:00,19239.55,19253.95,19229,19237.8
Banknifty,15-01-2015,13:30:00,19235.9,19247.1,19229.65,19232.65
Banknifty,15-01-2015,13:45:00,19232.65,19246.3,19221.4,19242.1
Banknifty,15-01-2015,14:00:00,19242.95,19275.85,19232.3,19262.15
Banknifty,15-01-2015,14:15:00,19261.25,19276.1,19251.6,19264.7
Banknifty,15-01-2015,14:30:00,19264.7,19297.2,19261.8,19290.75
Banknifty,15-01-2015,14:45:00,19290.75,19318.8,19275,19289.9
Banknifty,15-01-2015,15:00:00,19289.75,19299.25,19240,19299.25
Banknifty,15-01-2015,15:15:00,19302.3,19302.6,19132.05,19134.65
Banknifty,19-01-2015,9:15:00,19384.2,19401.4,19378,19400.6
Banknifty,19-01-2015,9:30:00,19400.4,19402.35,19357.1,19368.95
Banknifty,19-01-2015,9:45:00,19368.95,19405.2,19366.4,19392.75
Banknifty,19-01-2015,10:00:00,19392.75,19434.2,19387,19423.75
Banknifty,19-01-2015,10:15:00,19423.75,19425.9,19399.45,19420.65
Banknifty,19-01-2015,10:30:00,19420.65,19429.75,19402.65,19405.3
Banknifty,19-01-2015,10:45:00,19405.3,19427.55,19393.35,19426.8
Banknifty,19-01-2015,11:00:00,19426.8,19431.55,19403.05,19426.4
Banknifty,19-01-2015,11:15:00,19426.4,19430.4,19373.65,19378.35
Banknifty,19-01-2015,11:30:00,19377.3,19399,19367.35,19382.8
Banknifty,19-01-2015,11:45:00,19382.05,19404.15,19372.4,19380.35
Banknifty,19-01-2015,12:00:00,19380.35,19405.75,19379.6,19390.2
Banknifty,19-01-2015,12:15:00,19390.2,19392.9,19332.7,19351.1
Banknifty,19-01-2015,12:30:00,19337.1,19380.95,19337.1,19354.3
Banknifty,19-01-2015,12:45:00,19354.3,19397.5,19354.3,19394.95
Banknifty,19-01-2015,13:00:00,19394.95,19404.2,19388.05,19395.9
Banknifty,19-01-2015,13:15:00,19395.9,19405.5,19383.55,19399.1
Banknifty,19-01-2015,13:30:00,19398,19404.25,19382.05,19396.3
Banknifty,19-01-2015,13:45:00,19400.4,19419.95,19390.9,19416.7
Banknifty,19-01-2015,14:00:00,19416.7,19429.8,19399.35,19415.25
Banknifty,19-01-2015,14:15:00,19415.25,19424.65,19395,19407.6
Banknifty,19-01-2015,14:30:00,19406.95,19411.25,19370.4,19398.25
Banknifty,19-01-2015,14:45:00,19398.25,19408.95,19383,19394.55
Banknifty,19-01-2015,15:00:00,19394.75,19428.65,19383.2,19410.7
Banknifty,19-01-2015,15:15:00,19410.7,19413.1,19397.1,19401.45
Banknifty,20-01-2015,9:15:00,19446.8,19503.95,19446.8,19491.5
Banknifty,20-01-2015,9:30:00,19491.5,19528.4,19473.3,19528.4
Banknifty,20-01-2015,9:45:00,19528.4,19544.1,19518.55,19535.3
Banknifty,20-01-2015,10:00:00,19535.3,19575.15,19533.2,19571.55
Banknifty,20-01-2015,10:15:00,19571.55,19577.85,19549.2,19555.25
Banknifty,20-01-2015,10:30:00,19555.25,19567.1,19546.65,19561.6
Banknifty,20-01-2015,10:45:00,19561.6,19575.65,19552.15,19569.85
Banknifty,20-01-2015,11:00:00,19569.85,19575.85,19548.85,19549.35
Banknifty,20-01-2015,11:15:00,19539.5,19544.15,19520.4,19535.05
Banknifty,20-01-2015,11:30:00,19532.55,19547.6,19520.7,19526.8
Banknifty,20-01-2015,11:45:00,19527.4,19549.85,19524.4,19544.9
Banknifty,20-01-2015,12:00:00,19544.9,19556.8,19523.1,19546.5
Banknifty,20-01-2015,12:15:00,19546.5,19580.75,19544.3,19579.1
Banknifty,20-01-2015,12:30:00,19576.05,19612.5,19576.05,19612.5
Banknifty,20-01-2015,12:45:00,19612.5,19614.3,19572.3,19582.45
Banknifty,20-01-2015,13:00:00,19582.45,19591.65,19576.65,19584.5
Banknifty,20-01-2015,13:15:00,19584.5,19595.8,19551.7,19580.65
Banknifty,20-01-2015,13:30:00,19580.65,19620.25,19565.25,19620.25
Banknifty,20-01-2015,13:45:00,19620.25,19628.5,19602.95,19615.95
Banknifty,20-01-2015,14:00:00,19615.95,19649,19611.7,19640.3
Banknifty,20-01-2015,14:15:00,19648,19698.05,19645.8,19680.6
Banknifty,20-01-2015,14:30:00,19680.6,19734.25,19675.1,19734.25
Banknifty,20-01-2015,14:45:00,19734.25,19771.6,19718.1,19763.15
Banknifty,20-01-2015,15:00:00,19770.6,19808.25,19740.6,19743
Banknifty,20-01-2015,15:15:00,19743,19784.55,19738.45,19761.1
Banknifty,21-01-2015,9:15:00,19811.85,19924.25,19803.15,19908.9
Banknifty,21-01-2015,9:30:00,19908.9,19957.05,19895.85,19935.55
Banknifty,21-01-2015,9:45:00,19935.55,19964.95,19933.25,19955.6
Banknifty,21-01-2015,10:00:00,19955.2,19962.45,19891.55,19893.9
Banknifty,21-01-2015,10:15:00,19896.85,19957.15,19887.1,19929.6
Banknifty,21-01-2015,10:30:00,19929.6,19931.75,19911.05,19913
Banknifty,21-01-2015,10:45:00,19913,19936.55,19877.85,19878.8
Banknifty,21-01-2015,11:00:00,19878.8,19901.9,19839.85,19874.7
Banknifty,21-01-2015,11:15:00,19874.7,19899.85,19852.75,19876.6
Banknifty,21-01-2015,11:30:00,19876.6,19890.95,19864.3,19869.1
Banknifty,21-01-2015,11:45:00,19869.1,19879.95,19846.5,19877.05
Banknifty,21-01-2015,12:00:00,19877.05,19902.1,19870.45,19870.95
Banknifty,21-01-2015,12:15:00,19872.15,19875.65,19856.65,19861.75
Banknifty,21-01-2015,12:30:00,19859.95,19862,19830.5,19844.2
Banknifty,21-01-2015,12:45:00,19844.2,19846.1,19827.9,19842.55
Banknifty,21-01-2015,13:00:00,19842.55,19873.4,19833.95,19872.2
Banknifty,21-01-2015,13:15:00,19872.2,19877.85,19857.9,19858.05
Banknifty,21-01-2015,13:30:00,19858.05,19885.35,19855.7,19873
Banknifty,21-01-2015,13:45:00,19873,19880.55,19850.5,19876.8
Banknifty,21-01-2015,14:00:00,19876.8,19879.35,19837.25,19844.8
Banknifty,21-01-2015,14:15:00,19845.35,19849.85,19810.4,19822.8
Banknifty,21-01-2015,14:30:00,19821.1,19870.65,19821.1,19857.1
Banknifty,21-01-2015,14:45:00,19853.7,19879.1,19847.9,19849.8
Banknifty,21-01-2015,15:00:00,19849.2,19885.95,19835.55,19854.1
Banknifty,21-01-2015,15:15:00,19854.1,19854.1,19817.75,19819.9
Banknifty,22-01-2015,9:15:00,19898.5,19898.5,19808.25,19820.65
Banknifty,22-01-2015,9:30:00,19812.6,19825.8,19788.7,19822.75
Banknifty,22-01-2015,9:45:00,19822.75,19877.65,19822.75,19850.35
Banknifty,22-01-2015,10:00:00,19850.35,19869.2,19826.55,19868.4
Banknifty,22-01-2015,10:15:00,19866.4,19886.95,19856.95,19880.95
Banknifty,22-01-2015,10:30:00,19880.95,19926.5,19879.95,19921.8
Banknifty,22-01-2015,10:45:00,19921.8,19937,19875,19875
Banknifty,22-01-2015,11:00:00,19875,19908.05,19864.9,19890.55
Banknifty,22-01-2015,11:15:00,19890.55,19909.45,19881.25,19908.1
Banknifty,22-01-2015,11:30:00,19904.35,19918.7,19900.15,19909.75
Banknifty,22-01-2015,11:45:00,19909.75,19939.9,19889.75,19931.25
Banknifty,22-01-2015,12:00:00,19928.55,19936.75,19911.85,19911.85
Banknifty,22-01-2015,12:15:00,19916.25,19923.5,19898.05,19900.55
Banknifty,22-01-2015,12:30:00,19900.4,19919.85,19881.05,19907.3
Banknifty,22-01-2015,12:45:00,19907.3,19911.95,19874.75,19874.75
Banknifty,22-01-2015,13:00:00,19874.75,19875.95,19848.8,19866.6
Banknifty,22-01-2015,13:15:00,19866.6,19896.55,19865.35,19881.4
Banknifty,22-01-2015,13:30:00,19881.4,19893.65,19852.8,19855.65
Banknifty,22-01-2015,13:45:00,19855.55,19865.1,19838.65,19842.6
Banknifty,22-01-2015,14:00:00,19842.6,19853.4,19816.75,19826
Banknifty,22-01-2015,14:15:00,19825.2,19888.1,19811.6,19869.85
Banknifty,22-01-2015,14:30:00,19869.85,19896.05,19860.8,19869.45
Banknifty,22-01-2015,14:45:00,19869.45,19884.2,19857.8,19859.5
Banknifty,22-01-2015,15:00:00,19859.5,19915.25,19859.5,19901.1
Banknifty,22-01-2015,15:15:00,19901.15,19964.25,19896.05,19931.65
Banknifty,23-01-2015,9:15:00,20133.85,20158,20111.5,20135.4
Banknifty,23-01-2015,9:30:00,20134.35,20167.65,20134.15,20147.65
Banknifty,23-01-2015,9:45:00,20147.65,20160.6,20115.6,20115.6
Banknifty,23-01-2015,10:00:00,20115.6,20145.8,20083.15,20083.15
Banknifty,23-01-2015,10:15:00,20083.15,20083.15,19979.8,19998.45
Banknifty,23-01-2015,10:30:00,19998.45,20033.85,19967.35,20025.6
Banknifty,23-01-2015,10:45:00,20025.6,20071.6,19996.85,20033.1
Banknifty,23-01-2015,11:00:00,20042.3,20053.9,20014.6,20053.9
Banknifty,23-01-2015,11:15:00,20053.9,20063.15,20024,20026.15
Banknifty,23-01-2015,11:30:00,20026.15,20052.85,20016.25,20040.2
Banknifty,23-01-2015,11:45:00,20040.2,20058.45,20031.25,20049.6
Banknifty,23-01-2015,12:00:00,20049.6,20061.25,20041.95,20049.65
Banknifty,23-01-2015,12:15:00,20049.65,20080.45,20045,20074.95
Banknifty,23-01-2015,12:30:00,20074.95,20084.5,20069.4,20074.6
Banknifty,23-01-2015,12:45:00,20074.6,20078.95,20064.05,20076.65
Banknifty,23-01-2015,13:00:00,20074.45,20118,20074.05,20110.65
Banknifty,23-01-2015,13:15:00,20110.7,20126.05,20093.35,20117.2
Banknifty,23-01-2015,13:30:00,20115.7,20122.3,20054.6,20055.6
Banknifty,23-01-2015,13:45:00,20055.6,20112.65,20048.75,20104.25
Banknifty,23-01-2015,14:00:00,20104.25,20116.8,20094.25,20103.4
Banknifty,23-01-2015,14:15:00,20103.4,20105.1,20068.4,20093.3
Banknifty,23-01-2015,14:30:00,20093.3,20114.55,20081.25,20096.3
Banknifty,23-01-2015,14:45:00,20096.3,20115.55,20087.85,20089.35
Banknifty,23-01-2015,15:00:00,20089.35,20126.05,20071.65,20077.25
Banknifty,23-01-2015,15:15:00,20077.25,20077.25,20033.15,20051.8
Banknifty,27-01-2015,9:15:00,20179.8,20195.5,20098.25,20170.3
Banknifty,27-01-2015,9:30:00,20170.3,20180.8,20136.4,20174.9
Banknifty,27-01-2015,9:45:00,20174.9,20191.45,20156.4,20190.65
Banknifty,27-01-2015,10:00:00,20189.9,20210.65,20178.65,20188.85
Banknifty,27-01-2015,10:15:00,20189.9,20232.1,20187.3,20220.45
Banknifty,27-01-2015,10:30:00,20220.45,20239.3,20205.7,20205.7
Banknifty,27-01-2015,10:45:00,20205.7,20236.5,20205.7,20225.65
Banknifty,27-01-2015,11:00:00,20225.65,20228.5,20195.4,20227.75
